"restaurant name",city,cuisines,"aggregate rating",cost
"Senor Iguanas",Pocatello,Mexican,3.6,0
"Sushi Family",Pocatello,"Asian, Sushi, Vegetarian",3.6,25
"Taste of India Nepal",Pocatello,"Indian, International, Vegetarian",3.8,25
"Thai Paradise",Pocatello,"Desserts, Thai",3.7,25
"The Bridge",Pocatello,"New American",3.6,40
"Nosh Mahal",Pocatello,"Indian, Persian",0,25
"El Herradero",Pocatello,Mexican,4.1,10
"Barrett Junction Cafe",Potrero,"American, BBQ, Burger",3.3,25
"Blue Point Grill",Princeton,Seafood,4,70
"Giovanni's Shrimp Truck","Rest of Hawaii",Seafood,4.5,25
"Kona Brewing Company","Rest of Hawaii","American, Pizza, Bar Food",4.7,35
"Leonard's Bakery","Rest of Hawaii",,4.7,10
"Coconuts Fish Cafe","Rest of Hawaii",Seafood,4.5,30
"Kihei Caffe","Rest of Hawaii","American, Hawaiian",4.5,10
"Monkeypod Kitchen by Merriman","Rest of Hawaii",Burger,4.2,40
"Sansei Seafood Restaurant & Sushi Bar","Rest of Hawaii","Japanese, Seafood, Sushi",4.2,40
"Star Noodle","Rest of Hawaii",Asian,4.6,10
"Aloha Mixed Plate","Rest of Hawaii","Asian, Breakfast, Hawaiian",4.2,10
Gazebo,"Rest of Hawaii","Breakfast, Burger",4.4,25
"Hula Grill","Rest of Hawaii","Hawaiian, Seafood, Steak",4.3,40
Kimo's,"Rest of Hawaii","Hawaiian, Seafood, Steak",4.3,40
"Mama's Fish House","Rest of Hawaii","Hawaiian, Seafood",4.9,70
"Marukame Udon","Rest of Hawaii",Japanese,4.9,10
"Yard House","Rest of Hawaii","American, Asian, Burger",4.6,40
"Lulu's Waikiki","Rest of Hawaii",American,3.9,25
"Duke's Waikiki","Rest of Hawaii","Hawaiian, Seafood, Steak",4.4,70
"Eggs 'n Things","Rest of Hawaii",Breakfast,4,10
Roy's,"Rest of Hawaii","Asian, European, Seafood",4.2,70
"Wailana Coffee House","Rest of Hawaii","American, Breakfast, Hawaiian",4.2,25
"The Lady & Sons",Savannah,Southern,3.3,40
"Green Truck Pub",Savannah,Burger,4.7,40
"Leopold's Ice Cream",Savannah,"Desserts, Sandwich, Ice Cream",4.6,10
"Mrs. Wilkes' Dining Room",Savannah,"American, Southern",4.5,40
Zunzi's,Savannah,"International, Mediterranean, Sandwich",4.5,25
"Moon River Brewing Company",Savannah,"American, Bar Food, Sandwich",3.7,25
"Pirates' House Restaurant",Savannah,"American, Seafood, Steak",3.8,40
"B. Matthew's Eatery",Savannah,"American, Breakfast",4.1,25
"Crystal Beer Parlor",Savannah,"American, Bar Food",4.4,25
"Goose Feathers Cafe and Bakery",Savannah,"Breakfast, Vegetarian",4.2,10
Henry's,Savannah,"American, Breakfast",4.1,10
"Huey's On The River",Savannah,"Breakfast, Cajun",4.1,40
"J. Christopher's",Savannah,"Breakfast, Diner, Sandwich",4.3,25
"Lulu's Chocolate Bar",Savannah,"Coffee and Tea, Desserts",4.3,10
"Rocks on the River",Savannah,"Pizza, Seafood, Steak",4,70
"SOHO South Cafe",Savannah,"Cafe, Sandwich, Southern",4.3,25
"The Olde Pink House",Savannah,"American, Seafood, Southern",4.4,70
"Vic's On The River",Savannah,American,4.1,70
"The Crab Shack",Savannah,Seafood,3.8,40
"Tybee Island Social Club",Savannah,,3.9,10
"Sky On 57",Singapore,"Chinese, Continental, Singaporean",3.4,300
"Cut By Wolfgang Puck",Singapore,"American, Steak",4,270
"Restaurant Andre",Singapore,"French, Mediterranean, European",3.8,500
"Potato Head Folk",Singapore,American,3.1,80
Jaan,Singapore,French,3.8,430
"Rhubarb Le Restaurant",Singapore,French,3.9,315
"Al'frank Cookies",Singapore,Bakery,4.2,20
"Fratini La Trattoria",Singapore,Italian,4.1,100
"Boufe Boutique Cafe",Singapore,"Italian, French, Bakery, Cafe",3.2,50
"The Refinery Singapore",Singapore,"American, Japanese, Singaporean",3.2,80
"Chye Seng Huat Hardware",Singapore,Cafe,3.7,40
"Makansutra Gluttons Bay",Singapore,"Singaporean, Chinese, Seafood, Malay, Indian",3,30
Colony,Singapore,"Asian, Continental, Seafood",3.8,220
"Summer Pavilion",Singapore,"Chinese, Seafood, Cantonese, Dim Sum",3.9,300
"The Lokal",Singapore,"Singaporean, Australian, German",3.1,60
"I Am",Singapore,"Western, Fusion, Fast Food",3.2,60
"Super Loco",Singapore,"American, Mexican",3.2,95
Artistry,Singapore,"American, Bakery, European, Burger, Fusion",3.8,50
"Bitters & Love",Singapore,"Finger Food",3.9,40
"Artichoke Cafe",Singapore,"Cafe, Spanish, Turkish, Greek",3.2,75
"Archie's Waeside","Sioux City","Burger, Seafood, Steak",3.7,40
"Bob Roe's Pizza","Sioux City","American, Pizza, Bar Food",3.6,10
"Da Kao Restaurant","Sioux City","Asian, Vegetarian, Vietnamese",3.8,10
"Famous Dave's","Sioux City",BBQ,3.6,10
"Fuji Bay Japanese Restaurant","Sioux City","Japanese, Sushi",3.7,40
"HuHot Mongolian Grill","Sioux City","Asian, Chinese",3.6,25
"Hunan Palace","Sioux City",Chinese,3.8,25
"Jerry's Pizza","Sioux City",Pizza,3.8,25
"Jim's Burgers","Sioux City",Burger,3.7,10
"Johnnie Mars","Sioux City","American, Desserts, Diner",3.9,10
"Miles Inn","Sioux City",American,3.7,10
"Milwaukee Wiener House","Sioux City","American, Fast Food",3.8,10
"Minerva's Food & Cocktails","Sioux City","American, Seafood, Steak",3.7,40
"Monterrey Mexican Restaurant","Sioux City",Mexican,3.7,10
Rebos,"Sioux City","Caribbean, Mexican, Cajun",3.8,25
"Tokyo Japanese Steakhouse & Sushi Bar","Sioux City","Japanese, Steak, Sushi",3.9,40
"Diamond Thai Cuisine","Sioux City","Asian, Thai, Vegetarian",4,10
"El Fredo Pizza","Sioux City",Pizza,4,40
"Trattoria Fresco","Sioux City",Italian,4,25
"Kahill's Steak-Fish Chophouse","Sioux City","American, Seafood, Steak",3.5,70
"Rumba Island Bar & Grill","Tampa Bay","BBQ, Caribbean, Seafood",4.6,25
"Red Mesa Cantina","Tampa Bay","Latin American, Mexican, Southwestern",4.6,25
BellaBrava,"Tampa Bay","American, Italian, Seafood",4.1,25
"Ceviche Tapas Bar & Restaurant","Tampa Bay","Spanish, Tapas",4.1,25
"The Moon Under Water","Tampa Bay","British, Bar Food, Sandwich",4.1,25
"Bern's Steak House","Tampa Bay","American, Desserts, Steak",4.7,70
"Boca Kitchen Bar Market","Tampa Bay",Breakfast,3.9,40
"Edison: Food+Drink Lab","Tampa Bay",International,3.9,70
"Ceviche Tapas Bar & Restaurant","Tampa Bay","Breakfast, Spanish, Tapas",4.4,25
"Daily Eats","Tampa Bay","American, Burger",4.4,25
"Salt Rock Grill","Tampa Bay","American, Seafood, Steak",4.2,40
"Mazzaro's Italian Market","Tampa Bay","Italian, Deli",4.9,10
"Conch Republic Grill","Tampa Bay","Sandwich, Seafood, Steak",4.5,40
"Mr. Dunderbak's Biergarten and Marketplatz","Tampa Bay","European, German",4.9,40
"Red Mesa Restaurant","Tampa Bay","Breakfast, Mexican",4.5,40
Datz,"Tampa Bay","Desserts, Bar Food",4.7,40
"Ella's Americana Folk Art Cafe","Tampa Bay","International, Italian, Southern",4.8,40
"Taco Bus","Tampa Bay","Mexican, Vegetarian",4.5,10
"The Refinery","Tampa Bay","Seafood, Steak",4,40
"Columbia Restaurant","Tampa Bay","Cuban, Spanish",4.4,40
"1918 Bistro & Grill",Tanunda,"Modern Australian, Australian",4.4,30
"Pig and Whistle","Trentham East",Australian,4.1,20
"Buffalo Wild Wings",Valdosta,"Bar Food",3.4,25
"El Toreo Mexican Restaurant",Valdosta,Mexican,3.1,25
"306 North Restaurant",Valdosta,"Seafood, Southern",3.9,40
"Austins Cattle Co",Valdosta,"Burger, Seafood, Steak",3.7,40
"Beijing Cafe",Valdosta,"Asian, Chinese, Thai",3.8,35
"Bleu Cafe",Valdosta,"Pizza, Sandwich",3.7,25
"Bleu Pub",Valdosta,"Burger, Bar Food, Vegetarian",3.8,10
"Bubba Jax Crab Shack",Valdosta,"Fast Food, Seafood",3.7,40
"Cheddar's Scratch Kitchen",Valdosta,American,3.7,25
"El Cazador",Valdosta,Mexican,3.7,10
"Friends Grille and Bar",Valdosta,"American, Southern",3.9,25
"Giulios Greek & Italian Restaurant",Valdosta,"Greek, Italian",3.8,40
"La Jalisco Supermercato",Valdosta,Mexican,3.5,10
"Masato Japanese",Valdosta,"Japanese, Sushi",3.9,25
"Mom & Dad's Italian Restaurant",Valdosta,Italian,3.7,25
"Mori's Japanese Steakhouse & Sushi Bar",Valdosta,"Japanese, Steak, Sushi",3.5,70
"Passage 2 India",Valdosta,"Indian, Middle Eastern",3.8,25
"Rodeo Mexican Restaurant",Valdosta,Mexican,3.8,25
"Steel Magnolias",Valdosta,Southern,3.8,40
"Smok'n Pig B-B-Q",Valdosta,BBQ,4.1,25
"Blue House Cafe",Vernonia,"Coffee and Tea, Mediterranean",4.3,10
"Anchorage Cafe Restaurant Wine Bar","Victor Harbor","Coffee and Tea, Tapas, Australian",3.6,20
"Lake House Restaurant","Vineland Station","Italian, Mediterranean, Pizza",4.3,70
"Masala Grill & Coffee House",Waterloo,"Indian, Middle Eastern",3.2,10
"Brown Bottle The Cedar Falls",Waterloo,"Italian, Pizza, Vegetarian",3.7,25
"Four Queens Dairy Cream",Waterloo,Desserts,3.9,10
"Hong Kong Chinese Restaurant",Waterloo,Chinese,3.8,10
"HuHot Mongolian Grill",Waterloo,"Asian, Chinese",3.7,25
"J's Homestyle Cooking",Waterloo,"American, Breakfast",3.6,10
Montage,Waterloo,"American, Italian, Seafood",3.6,40
"Mulligan's Brick Oven Grill",Waterloo,"Burger, Pizza, Sandwich",3.6,25
Sakura,Waterloo,"Japanese, Sushi",3.8,40
Scratch,Waterloo,"Coffee and Tea, Desserts, Beverages",3.7,10
"SOHO Sushi Bar & Deli",Waterloo,"Sandwich, Sushi, Tapas",3.6,25
"Texas Roadhouse",Waterloo,"American, BBQ, Steak",3.6,25
"Tony's La Pizzeria",Waterloo,"Pizza, Sandwich",3.6,25
Chapala,Waterloo,Mexican,3.6,25
"Galleria de Paco",Waterloo,American,3.6,40
"Golden China",Waterloo,Chinese,3.7,10
"Rudy's Tacos",Waterloo,Mexican,3.6,25
"The Screaming Eagle",Waterloo,"American, Bar Food",3.7,10
"The Thai Bowl",Waterloo,Thai,3.5,10
"Tokyo Japanese Steak House",Waterloo,"Japanese, Steak, Sushi",3.9,25
"Theo Yianni's Authentic Greek Restaurant",Weirton,"Burger, Greek, Sandwich",3.9,25
"Fishpatrick's Crabby Cafe","Winchester Bay","Burger, Seafood, Steak",3.2,25
"Arigato Sushi",Yorkton,Asian,3.3,25
Denny's,"Abu Dhabi",American,4.6,51.30
"Famous Dave's Barbecue","Abu Dhabi",American,4.6,70.20
"Pizza Di Rocco","Abu Dhabi","Italian, Pizza",4.4,40.50
"Sofra Istanbul","Abu Dhabi","Turkish, Arabian, Middle Eastern",4.3,18.90
Salt,"Abu Dhabi","Fast Food, Burger",4.2,27.00
"Genghis Grill","Abu Dhabi",Asian,4.6,48.60
"Olive Garden","Abu Dhabi","Italian, Pizza",4.1,62.10
"Cho Gao - Crowne Plaza Abu Dhabi","Abu Dhabi","Thai, Japanese, Chinese, Indonesian, Vietnamese",4.4,94.50
Gazebo,"Abu Dhabi","Indian, North Indian, Mughlai, Biryani",4,32.40
"Sangeetha Vegetarian Restaurant","Abu Dhabi","Indian, South Indian",3.6,16.20
"Hot Palayok","Abu Dhabi","Filipino, Japanese, Asian",4.5,27.00
Applebee's,"Abu Dhabi","American, Mexican, Seafood",4,67.50
"Tikka Tonight","Abu Dhabi","Pakistani, Afghani, Indian, Hyderabadi",4,13.50
"Bait El Khetyar","Abu Dhabi","Lebanese, Arabian, Middle Eastern",4,18.90
"Indian By Nature","Abu Dhabi",Indian,4.3,21.60
"Via Delhi","Abu Dhabi","Indian, North Indian, Chinese",4,27.00
"Punjab Grill","Abu Dhabi","Indian, North Indian",4.9,89.10
Tamba,"Abu Dhabi",Indian,4.7,135.00
"P.F. Chang's","Abu Dhabi",Chinese,4.2,67.50
"The Cheesecake Factory","Abu Dhabi","American, Desserts",4.6,54.00
"The Farm",Dubai,"Mediterranean, Italian, Thai, European",3.9,75.60
"Maharaja Bhog",Dubai,"Indian, Rajasthani",4.1,24.30
"Rasoi Ghar",Dubai,Indian,4.3,24.30
"Barbeque Nation",Dubai,"Indian, North Indian",4.5,40.50
"Farzi Cafe",Dubai,"International, Indian",4.5,54.00
"AB's Absolute Barbecues",Dubai,"Continental, Indian",4.9,43.20
"Carnival By Tresind",Dubai,Indian,4.9,135.00
"AB's Absolute Barbecues",Dubai,"Indian, Continental",4.8,43.20
"Hard Rock Cafe",Dubai,"American, Burger",4.5,81.00
"The Coffee Club",Dubai,Cafe,4.5,37.80
SALT,Dubai,"Fast Food, Burger",4.3,27.00
"Din Tai Fung",Dubai,"Asian, Chinese",4.3,43.20
SpiceKlub,Dubai,"Indian, North Indian, Street Food",4.4,40.50
"Tresind - Nassima Royal Hotel",Dubai,Indian,4.9,135.00
"Grand Barbeque Buffet Restaurant",Dubai,"Indian, Asian",4.4,40.50
"Red Lobster",Dubai,"Seafood, American",3.2,76.95
"The Cheesecake Factory",Dubai,"American, Desserts",4.7,72.90
Parker's,Dubai,"Cafe, Burger",4.3,45.90
Applebee's,Dubai,"American, Mexican, Burger",3.7,67.50
"Grub Shack",Dubai,"Goan, Chinese, Indian, North Indian",4.3,35.10
Kamat,Sharjah,"Indian, North Indian, South Indian, Chinese",3.9,22.95
"Vadakkan Pepper",Sharjah,"South Indian",3.8,18.90
Gazebo,Sharjah,"Indian, Mughlai, South Indian, Biryani",4.1,32.40
"Katis Restaurant",Sharjah,"Indian, North Indian, Chinese",4.3,17.55
Zaroob,Sharjah,Lebanese,3.9,29.70
Derby,Sharjah,"Fast Food, American",4.1,10.80
"Nayaab Haandi",Sharjah,"Pakistani, Indian",4.1,27.00
"Najmat Lahore Restaurant",Sharjah,"Pakistani, Indian, Mughlai",4.2,21.60
Saffron,Sharjah,"Pakistani, Chinese, Indian, Afghani",4.1,24.30
"Pizza Hut",Sharjah,"Fast Food, Pizza",2.4,21.60
"Al Mukhtar Bakery",Sharjah,"Bakery, Arabian, Middle Eastern",4.2,13.50
"Aroos Damascus",Sharjah,"Arabian, Middle Eastern",4.2,16.20
Nando's,Sharjah,"African, Portuguese",4.2,43.20
"Peking Chinese Restaurant",Sharjah,"Chinese, Thai",3.8,35.10
"TGI Friday's",Sharjah,"American, Mexican",3.9,67.50
"Rajasthan Al Malaki",Sharjah,"Indian, North Indian",4.8,16.20
Applebee's,Sharjah,"American, Mexican, Burger",4.1,67.50
"Paper Fig",Sharjah,"Cafe, Bakery, Desserts",4.5,40.50
"Sis Burger",Sharjah,"Fast Food, Burger",3.8,13.50
"Crafted Blends",Sharjah,Cafe,4.2,29.70
Jahanpanah,Agra,"North Indian, Mughlai",3.9,11.050
"Rangrezz Restaurant",Agra,"North Indian, Mughlai",3.5,9.100
"Time2Eat - Mama Chicken",Agra,"North Indian",3.6,6.500
"Chokho Jeeman Marwari Jain Bhojanalya",Agra,Rajasthani,4,5.200
"Pinch Of Spice",Agra,"North Indian, Chinese, Mughlai",4.2,13.000
"MoMo Cafe",Agra,"North Indian, European",4,26.000
"Peshawri - ITC Mughal",Agra,"North Indian, Mughlai",4.3,32.500
"Taj Bano - ITC Mughal",Agra,Mughlai,4,32.500
"G Thal",Agra,"Rajasthani, Gujarati, Mughlai",3.6,10.400
"Dawat-e-Nawab - Radisson Blu",Agra,"North Indian, Mughlai",3.8,46.800
"The Latitude - Radisson Blu",Agra,"North Indian, Chinese, Continental",3.9,0.000
"Dasaprakash Restaurant",Agra,"South Indian, Desserts",4.1,7.150
"The Charcoal Chimney",Agra,"North Indian, Chinese, Continental, Mughlai",3.4,14.300
"Sheroes Hangout",Agra,"Cafe, North Indian, Chinese",4.9,0.000
"Bon Barbecue",Agra,"North Indian, Chinese, Continental",3.8,19.500
"Chapter 1 Cafe",Agra,"Cafe, Italian, Mexican, North Indian, Continental",3.9,0.000
"Pind Balluchi",Agra,"North Indian, Mughlai",3.7,11.700
"Pizza Hut",Agra,"Italian, Pizza",4.4,9.100
"Tea'se Me - Rooftop Tea Boutique",Agra,"Chinese, Italian, Continental, North Indian",4.2,13.000
Thaaliwala,Agra,"North Indian, Fast Food",4.1,9.100
"650 - The Global Kitchen",Ahmedabad,"Chinese, Italian, North Indian, Mexican, Mediterranean, Thai",4.2,11.700
"Patang - The Revolving Restaurant",Ahmedabad,"Continental, Chinese, North Indian",3.7,23.400
"Huber & Holly",Ahmedabad,"Ice Cream, Desserts, Continental",4.5,3.900
@Mango,Ahmedabad,"North Indian, Continental, Mexican, Italian",4.1,10.400
"Fozzie's Pizzaiolo",Ahmedabad,"Pizza, Italian, Beverages, Desserts",4.3,11.700
"La Pino'z Pizza",Ahmedabad,"Pizza, Italian",4.4,6.500
Mocha,Ahmedabad,"Cafe, Continental, Desserts",4.4,13.000
"Blue -  Rooftop Cafe Restaurant Bistro",Ahmedabad,"North Indian, Cafe, Italian, Mexican, Continental",3.8,13.000
"MoMo Caf刺 - Courtyard By Marriott",Ahmedabad,"North Indian, South Indian, Asian, Continental",3.6,18.200
"Cryo Lab",Ahmedabad,"Desserts, Ice Cream",4.6,4.550
"Swati Snacks",Ahmedabad,"Fast Food, Street Food, South Indian",4.4,5.850
"Brick Kitchen",Ahmedabad,"North Indian, Chinese, Continental",4.3,11.700
"Kabir Restaurant",Ahmedabad,"North Indian, Chinese, Continental, Desserts, Fast Food, Sandwich",3.8,7.800
Puffizza,Ahmedabad,"Italian, Fast Food",4.3,9.100
"Cafe Alfresco",Ahmedabad,"Cafe, Beverages, Desserts, Pizza",4,9.100
"The Cafe Baraco",Ahmedabad,"Cafe, Italian",4.4,7.800
"Nini's Kitchen",Ahmedabad,"North Indian, Continental, Beverages, Italian, Burger, Healthy Food, Mediterranean",4.5,12.350
"Yanki Sizzlers",Ahmedabad,"Continental, Italian, Chinese",4.1,15.600
"The Garden Cafe - The Fern",Ahmedabad,"North Indian, Italian, Asian, South Indian",4.1,15.600
Mazzo,Ahmedabad,"Cafe, American, Continental, Armenian, Fast Food",3.9,7.150
"Turquoise Villa",Ahmedabad,Continental,4,15.600
"Aryan Family's Delight",Allahabad,"North Indian, South Indian, Fast Food",3.4,6.500
"Bean Here",Allahabad,"Cafe, Fast Food",3.3,4.550
Bikanerwala,Allahabad,"North Indian, Street Food, Fast Food",3.2,6.500
Dewsis,Allahabad,"North Indian, Chinese",3.4,7.800
"Friends Forever",Allahabad,"North Indian, Chinese",3.4,7.800
"Hotel Ravisha Continental",Allahabad,"North Indian, South Indian, Chinese",3.4,7.800
KFC,Allahabad,"American, Fast Food",3.4,6.500
McDonald's,Allahabad,"Fast Food",3.3,5.200
"Pind Balluchi",Allahabad,"North Indian, Mughlai",3.2,10.400
"Pizza Hut",Allahabad,"Italian, Pizza",3.4,9.100
Subway,Allahabad,"Fast Food, American, Salad, Healthy Food",3.4,5.200
"Tandoor Restaurant",Allahabad,"North Indian, Chinese",3.2,6.500
"The BrewMaster",Allahabad,"North Indian, Chinese, Italian",3.3,0.000
"The Tamarind Tree",Allahabad,"South Indian, Chinese",3.4,6.500
"Cafe El Chico",Allahabad,"Continental, Italian",3.6,13.000
"Eat On",Allahabad,"North Indian",3.7,2.600
"Hot Stuff",Allahabad,"North Indian, Fast Food",3.5,6.500
Paradise,Allahabad,"Desserts, Fast Food",3.6,6.500
"Sagar Ratna",Allahabad,"South Indian, North Indian, Chinese, Continental",3.5,5.200
"Moti Mahal Delux",Allahabad,"Mughlai, North Indian, Chinese",3.3,10.400
"Makhan Fish and Chicken Corner",Amritsar,"North Indian, Chinese",3.4,9.100
"Charming Chicken",Amritsar,"North Indian",3.9,3.900
"Ahuja Milk Bhandar",Amritsar,Beverages,4,1.300
"Crystal Restaurant",Amritsar,"North Indian, Mughlai",3.4,10.400
"Brijwasi Chat Bhandar",Amritsar,"Street Food",3.6,1.950
"Bubby Fish & Chicken Corner",Amritsar,"North Indian",3.5,3.900
"Bon Gateau",Amritsar,"Cafe, Bakery, Fast Food",3.4,6.500
"The Yellow Chilli",Amritsar,"North Indian, Mughlai, Chinese",3.4,15.600
"La Roma Pizzeria",Amritsar,"Fast Food, Italian",3.5,5.200
"Sakhis Watz Kukin",Amritsar,"North Indian, Chinese",3.6,9.100
"The Kulcha Land",Amritsar,"North Indian, Street Food",3.9,2.600
"Shudh Restaurant",Amritsar,"North Indian, South Indian, Chinese, Fast Food",3.4,7.800
"Bade Bhai Ka Brothers' Dhaba",Amritsar,"North Indian, Fast Food",3.7,6.500
"Bharawan Da Dhaba",Amritsar,"North Indian, Fast Food",3.5,6.500
"Brothers Dhaba",Amritsar,"North Indian",3.8,6.500
"Brothers' Amritsari Dhaba",Amritsar,"North Indian",3.8,5.200
"Gurdas Ram Jalebi Wala",Amritsar,Mithai,4.1,1.300
"Kesar Da Dhabha",Amritsar,"North Indian",4.1,6.500
"Beera Chicken Corner",Amritsar,"North Indian",3.8,6.500
"Surjit Food Plaza",Amritsar,"North Indian",3.5,13.000
"Kanha Sweets",Amritsar,"Fast Food",4.1,1.950
"Kream N Krunch",Aurangabad,"North Indian, Chinese, Continental, Italian",3.6,10.400
"Balbeer's Kitchen & Bar",Aurangabad,"Italian, Continental, Chinese, North Indian",3.3,11.050
"Angeethi Restaurant",Aurangabad,"North Indian, Chinese",3.3,7.800
"Domino's Pizza",Aurangabad,Pizza,3.1,9.100
"Hotel Laadli",Aurangabad,"North Indian, South Indian",3.4,4.550
"Indiana Veg Restaurant",Aurangabad,"South Indian, North Indian, Chinese, Fast Food",3.4,5.850
"Madhuban Restaurant - Welcome Hotel Rama International",Aurangabad,"North Indian, Chinese, Continental, Italian, Mexican",3.4,23.400
"Mauj Restaurant",Aurangabad,"Italian, Fast Food, North Indian, Chinese",3.3,6.500
Naivedya,Aurangabad,"North Indian",3.4,6.500
"d' Curry House",Aurangabad,"Continental, Chinese, Biryani, North Indian",3.6,13.000
"Mokoholic Juice Bar",Aurangabad,"Juices, Desserts",3.5,3.900
"Ashoka's Veg Restaurant",Aurangabad,"South Indian, Chinese, North Indian",3.3,5.200
"Kareem's Fine Dining",Aurangabad,"Mughlai, Biryani",3.3,9.100
"That Baat",Aurangabad,Maharashtrian,3.4,5.850
"Bhoj Restaurant",Aurangabad,"North Indian",3.7,5.850
"Downside Up",Aurangabad,"Cafe, Mughlai, North Indian",3.2,5.200
"Kareem's Kabab & Biryani",Aurangabad,Mughlai,3.4,8.450
"Great Sagar Restaurant",Aurangabad,"North Indian, Mughlai",3.3,7.800
"Kailash Restaurant",Aurangabad,"North Indian, Chinese, South Indian, Fast Food",3.3,5.850
"Yalla Yalla",Aurangabad,"North Indian, Hyderabadi",3.3,6.500
"Sultans of Spice",Bangalore,"North Indian, Mughlai",4.1,16.900
"The Fatty Bao - Asian Gastro Bar",Bangalore,Asian,4.7,31.200
Toit,Bangalore,"Italian, American, Pizza",4.8,26.000
"Three Dots & A Dash",Bangalore,"European, Continental",3.9,16.900
"Bombay Brasserie",Bangalore,"Modern Indian",4.2,19.500
"Glen's Bakehouse",Bangalore,"Bakery, Desserts, Cafe",4,10.400
Onesta,Bangalore,"Pizza, Cafe, Italian",4.3,7.800
Onesta,Bangalore,"Pizza, Cafe, Italian",4.6,7.800
"ECHOES Koramangala",Bangalore,"Continental, American, Italian, North Indian, Chinese, Cafe",4.7,12.350
Truffles,Bangalore,"American, Burger, Cafe",4.7,10.400
"The Black Pearl",Bangalore,"North Indian, European, Mediterranean",4.1,18.200
"Eat Street",Bangalore,"North Indian, Chinese, Italian, Street Food, Desserts",4.3,5.200
"Koramangala Social",Bangalore,"Continental, American",4.5,19.500
"AB's - Absolute Barbecues",Bangalore,"European, Mediterranean, North Indian",4.6,18.200
Flechazo,Bangalore,"Asian, Mediterranean, North Indian",4.4,15.600
Onesta,Bangalore,"Pizza, Cafe, Italian",4.6,7.800
Communiti,Bangalore,Continental,4.2,15.600
"Big Brewsky",Bangalore,"Finger Food, North Indian, Italian, Continental, Thai, South Indian",4.5,23.400
Hoot,Bangalore,"Continental, Italian, North Indian",3.9,18.200
"Farzi Cafe",Bangalore,"Modern Indian",4.4,19.500
"Black N White Cafe",Bhopal,"Cafe, Chinese, North Indian",3.3,2.600
"Maybe There",Bhopal,Cafe,3.4,7.800
"Sagar Gaire Fast Food",Bhopal,"Fast Food",4.9,3.250
"The Kasbah",Bhopal,"North Indian, Chinese",3.9,9.100
"Bake N Shake",Bhopal,"Fast Food",4.2,6.500
"10 Downing Street",Bhopal,"North Indian, Chinese",4,13.000
"Chi Kitchen",Bhopal,Chinese,4,13.000
"Pizza Hut",Bhopal,Pizza,4.1,8.450
"Kafe Kulture",Bhopal,"Cafe, Fast Food",3.8,7.800
"Violet Hour",Bhopal,Bakery,3.8,6.500
"Bapu Ki Kutia",Bhopal,"North Indian, Chinese, South Indian, Fast Food",3.5,7.150
"Da pizzeria",Bhopal,"Pizza, Italian, Fast Food",3.6,6.500
